,player_id,firstname,lastname,team,game_id,points,position,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,First Last Name,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,id,date
29,1901,Grant,Williams,Charlotte Hornets,13458,5,PF,38,2,10,20.0,0,3,0,1,5,20.0,3,1,4,5,3,1,0,1,-2,Grant Williams,14,9,10,9,13458,03/09/2024 12:00:00 AM
30,3950,Brandon,Miller,Charlotte Hornets,13458,21,F,30,8,19,42.1,3,3,100.0,2,7,28.6,1,5,6,0,4,0,1,1,-16,Brandon Miller,27,27,21,6,13458,03/09/2024 12:00:00 AM
31,941,Miles,Bridges,Charlotte Hornets,13458,32,SF,41,13,27,48.1,5,5,100.0,1,10,10.0,1,11,12,4,2,0,0,1,-10,Miles Bridges,48,44,36,16,13458,03/09/2024 12:00:00 AM
32,2639,Nick,Richards,Charlotte Hornets,13458,10,C,30,5,6,83.3,0,0,0,0,0,0,5,8,13,0,3,2,2,1,-15,Nick Richards,23,23,10,13,13458,03/09/2024 12:00:00 AM
33,2739,Vasilije,Micic,Charlotte Hornets,13458,14,G,32,6,14,42.9,2,2,100.0,0,5,0,0,3,3,3,1,0,3,0,-13,Vasilije Micic,20,17,17,6,13458,03/09/2024 12:00:00 AM
34,2856,JT,Thor,Charlotte Hornets,13458,6,F,11,2,2,100.0,0,0,0,2,2,100.0,0,2,2,1,1,0,1,1,+6,JT Thor,9,8,7,3,13458,03/09/2024 12:00:00 AM
35,52,Davis,Bertans,Charlotte Hornets,13458,11,SF,32,4,14,28.6,0,0,0,3,10,30.0,3,3,6,3,2,2,0,0,-7,Davis Bertans,20,17,14,9,13458,03/09/2024 12:00:00 AM
36,3469,Bryce,McGowens,Charlotte Hornets,13458,1,G,10,0,2,0,1,2,50.0,0,1,0,0,1,1,0,1,1,0,0,-4,Bryce McGowens,2,2,1,1,13458,03/09/2024 12:00:00 AM
37,4042,Nick Jr.,Smith,Charlotte Hornets,13458,0,G,16,0,6,0,0,0,0,0,2,0,0,1,1,2,2,0,0,0,+1,Nick Jr. Smith,3,1,2,3,13458,03/09/2024 12:00:00 AM
38,2392,Dean,Wade,Cleveland Cavaliers,13459,0,PF,33,0,2,0,0,0,0,0,2,0,1,3,4,2,2,0,0,1,-25,Dean Wade,6,4,2,6,13459,03/09/2024 12:30:00 AM
39,391,Georges,Niang,Cleveland Cavaliers,13459,16,SF,36,6,10,60.0,0,0,0,4,7,57.1,0,6,6,4,2,1,1,2,+26,Georges Niang,26,22,20,10,13459,03/09/2024 12:30:00 AM
40,2630,Isaac,Okoro,Cleveland Cavaliers,13459,9,SF,43,3,5,60.0,2,3,66.7,1,1,100.0,1,5,6,2,4,1,0,2,+13,Isaac Okoro,17,15,11,8,13459,03/09/2024 12:30:00 AM
41,727,Jarrett,Allen,Cleveland Cavaliers,13459,33,C,46,9,19,47.4,15,21,71.4,0,0,0,5,13,18,3,1,2,1,2,+21,Jarrett Allen,54,51,36,21,13459,03/09/2024 12:30:00 AM
42,1860,Darius,Garland,Cleveland Cavaliers,13459,34,PG,44,13,26,50.0,6,7,85.7,2,10,20.0,2,2,4,8,5,0,6,0,+19,Darius Garland,46,38,42,12,13459,03/09/2024 12:30:00 AM
43,281,Damian,Jones,Cleveland Cavaliers,13459,0,C,7,0,2,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,-12,Damian Jones,2,2,0,2,13459,03/09/2024 12:30:00 AM
44,317,Caris,LeVert,Cleveland Cavaliers,13459,15,SG,34,5,15,33.3,3,5,60.0,2,6,33.3,0,5,5,8,1,3,2,1,+18,Caris LeVert,28,20,23,13,13459,03/09/2024 12:30:00 AM
45,2623,Sam,Merrill,Cleveland Cavaliers,13459,6,SG,19,2,9,22.2,0,0,0,2,8,25.0,1,0,1,0,3,0,0,0,-6,Sam Merrill,7,7,6,1,13459,03/09/2024 12:30:00 AM
46,4043,Craig Jr.,Porter,Cleveland Cavaliers,13459,0,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-9,Craig Jr. Porter,0,0,0,0,13459,03/09/2024 12:30:00 AM
47,2621,Jaden,McDaniels,Minnesota Timberwolves,13459,13,PF,40,5,11,45.5,2,3,66.7,1,4,25.0,0,5,5,2,5,0,1,0,-15,Jaden McDaniels,20,18,15,7,13459,03/09/2024 12:30:00 AM
48,18,Kyle,Anderson,Minnesota Timberwolves,13459,10,SF,35,5,9,55.6,0,1,0,0,0,0,0,3,3,5,1,1,1,0,-15,Kyle Anderson,18,13,15,8,13459,03/09/2024 12:30:00 AM
49,192,Rudy,Gobert,Minnesota Timberwolves,13459,7,C,37,3,7,42.9,1,2,50.0,0,0,0,4,13,17,2,6,1,2,2,+7,Rudy Gobert,26,24,9,19,13459,03/09/2024 12:30:00 AM
50,114,Mike,Conley,Minnesota Timberwolves,13459,9,PG,32,4,11,36.4,1,1,100.0,0,5,0,1,2,3,5,1,0,1,0,-10,Mike Conley,17,12,14,8,13459,03/09/2024 12:30:00 AM
51,2584,Anthony,Edwards,Minnesota Timberwolves,13459,19,SG,42,7,27,25.9,5,5,100.0,0,7,0,1,4,5,3,3,1,5,1,-20,Anthony Edwards,27,24,22,8,13459,03/09/2024 12:30:00 AM
52,540,T.J.,Warren,Minnesota Timberwolves,13459,6,SF,11,3,3,100.0,0,0,0,0,0,0,1,3,4,0,3,0,1,0,+15,T.J. Warren,10,10,6,4,13459,03/09/2024 12:30:00 AM
53,2146,Naz,Reid,Minnesota Timberwolves,13459,34,C,32,10,18,55.6,7,8,87.5,7,11,63.6,0,5,5,2,4,1,1,2,-9,Naz Reid,41,39,36,7,13459,03/09/2024 12:30:00 AM
54,997,Jordan,McLaughlin,Minnesota Timberwolves,13459,2,PG,11,0,0,0,2,2,100.0,0,0,0,0,1,1,4,1,1,0,0,+4,Jordan McLaughlin,7,3,6,5,13459,03/09/2024 12:30:00 AM
55,1845,Nickeil,Alexander-Walker,Minnesota Timberwolves,13459,4,SG,25,2,8,25.0,0,0,0,0,3,0,0,2,2,2,1,0,0,0,-2,Nickeil Alexander-Walker,8,6,6,4,13459,03/09/2024 12:30:00 AM
56,2561,Precious,Achiuwa,New York Knicks,13460,15,PF,39,6,16,37.5,1,2,50.0,2,4,50.0,3,11,14,4,2,2,3,5,+25,Precious Achiuwa,33,29,19,18,13460,03/09/2024 12:30:00 AM
